Epoch,Training_loss
0,0.7326222537085414
1,0.43372236634604633
2,0.4213927770033479
3,0.39846467575989664
4,0.42856872093398124
5,0.37471875827759504
6,0.36344858922529966
7,0.37668231228599325
8,0.36620938178384677
9,0.37615702458424494
10,0.331489126838278
11,0.3307402544596698
12,0.33668856736039743
13,0.340698555985
14,0.3409118395065889
15,0.33647430705605075
16,0.3161435821384657
17,0.30568921376834624
18,0.30391672989935614
19,0.2809663348889444
20,0.2758512757718563
21,0.2717801016115118
22,0.267033604264725
23,0.26228578708833084
24,0.25195344976964407
25,0.24974179049604572
26,0.2478934347454924
27,0.2456381686788518
28,0.24372646491974592
29,0.23855514053138904
30,0.2374224133673124
31,0.23647780384635553
32,0.2355276133166626
33,0.23457023871014826
34,0.2326437043666374
