Epoch,Training_loss
0,0.5278277972247452
1,0.17030230455566198
2,0.10136865079402924
3,0.12022372317733243
4,0.09106815489940345
5,0.08483865862945095
6,0.08900867658667266
7,0.0890370300039649
8,0.08995256922207773
9,0.07829949422739446
10,0.07384561601793393
11,0.07651821704348549
12,0.07569134415825829
13,0.07469534949632362
14,0.06701748218620196
15,0.06763173479703255
16,0.06777055107522756
17,0.06765218725195155
18,0.06749171050614677
19,0.06495113775599748
20,0.06540379376383498
21,0.06519340432714671
22,0.06493640912231058
23,0.06472412872244604
24,0.06363011509529315
25,0.06334559194510803
26,0.06317659936030395
27,0.0628926103527192
28,0.06263357287389226
29,0.062437556887743995
30,0.06183067191159353
31,0.061734197777695954
32,0.061644947301829234
33,0.06161734901252203
34,0.06123807528638281
