Epoch,Training_loss
0,0.6417488465085626
1,0.5151754047255963
2,0.46255329018458724
3,0.4281775844283402
4,0.35050014324951917
5,0.3440222191857174
6,0.33887454826617613
7,0.3203382666106336
8,0.31973297585500404
9,0.3192291676532477
10,0.31820569845149294
11,0.31433592666871846
12,0.33183278737124056
13,0.32842103904113173
14,0.29936481529148296
15,0.28875426831655204
16,0.2807447271188721
17,0.27874618262285367
18,0.28430486645083874
19,0.28074941085651517
20,0.2686957211699337
21,0.2634095354587771
22,0.25789028499275446
23,0.2553855750593357
24,0.25076975917909294
25,0.24374975403770804
26,0.24267209600657225
27,0.23886518069775775
28,0.23542053921846673
29,0.2321829913998954
30,0.22856473323190585
31,0.22711582959163934
32,0.22597885818686336
33,0.22490515100071207
34,0.22310767736053094
