Epoch,Training_loss
0,0.5203581657260656
1,0.371203837916255
2,0.374538708711043
3,0.3249166870955378
4,0.314164589275606
5,0.2940730867558159
6,0.29381324839778244
7,0.29823176993522793
8,0.28249698592117056
9,0.27782772423233837
10,0.27166071260580793
11,0.26439709012629464
12,0.2583507180097513
13,0.25257532676914707
14,0.2451256156200543
15,0.23586498526856303
16,0.23066409397870302
17,0.22721799870487303
18,0.22384334582602605
19,0.2193987769423984
20,0.2174639775766991
21,0.21509429096477106
22,0.213061252317857
23,0.21157228091033176
24,0.2096944828517735
25,0.2080170176923275
26,0.20674979127943516
27,0.20586551557062194
28,0.20551640924531966
29,0.20385186705971137
30,0.20329845597734675
31,0.20285539393080398
32,0.20250466681318358
33,0.20219555584480986
34,0.2014536964125
