Epoch,Training_loss
0,0.6257290120702237
1,0.2797590128611773
2,0.204014454735443
3,0.13643353705992922
4,0.08710270008305088
5,0.09842473268508911
6,0.08584286249242723
7,0.0827412162325345
8,0.0959349192562513
9,0.07553358405129984
10,0.07566337048774585
11,0.075471134216059
12,0.07505793549353257
13,0.07482805574545637
14,0.07060139370150864
15,0.06961990299168974
16,0.0691416599729564
17,0.06860007977229543
18,0.0683143766655121
19,0.06694439303828403
20,0.06631464889505878
21,0.06602789892349392
22,0.0655545283225365
23,0.06548978839418851
24,0.06547002927982248
25,0.06660533655667678
26,0.06660485069733113
27,0.06638483464485034
28,0.06645516658318229
29,0.06669557723216712
30,0.06547460047295317
31,0.06543217381113209
32,0.0652830297476612
33,0.0652756750350818
34,0.06468562092049979
