Epoch,Training_loss
0,0.4111201004125178
1,0.12357934983447194
2,0.08683932572603226
3,0.08501554757822305
4,0.07333960448158905
5,0.07536986120976508
6,0.07593001890927553
7,0.07614493108121678
8,0.07689774635946378
9,0.06636974652064964
10,0.0654673712560907
11,0.06553305726265535
12,0.06542812887346372
13,0.06543532651267014
14,0.06355787592474371
15,0.06287613400490955
16,0.06282931874739006
17,0.06276644655736163
18,0.0626835404546
19,0.06205744238104671
20,0.062175667320843786
21,0.06212318822508678
22,0.06208329071523622
23,0.06202564894920215
24,0.061726765416096896
25,0.061412353185005486
26,0.0613674734486267
27,0.06132638390408829
28,0.06125772889936343
29,0.0609940544818528
30,0.06058098922949284
31,0.06054649141151458
32,0.06051099009346217
33,0.06047304067760706
34,0.0602834828896448
