Epoch,Training_loss
0,0.5627248384989798
1,0.5556416646577418
2,0.4511769611854106
3,0.43744366499595344
4,0.42996929434593767
5,0.35782423324417323
6,0.37091156863607466
7,0.31954683910589665
8,0.34326512669213116
9,0.28800790110835806
10,0.31957697903271765
11,0.30909885856090114
12,0.3055157447815873
13,0.31970066082431003
14,0.2788532776758075
15,0.26737250020960346
16,0.26425240299431607
17,0.2659347098087892
18,0.2548648448428139
19,0.2533380283857696
20,0.2511520854313858
21,0.2464995474438183
22,0.24180247663753107
23,0.24226347811054438
24,0.23170312808360904
25,0.22889064199989662
26,0.22584602533606812
27,0.22433594858739525
28,0.22309709200635552
29,0.21972388948779553
30,0.21895879897056147
31,0.2180584028828889
32,0.2174357923795469
33,0.21683758567087352
34,0.2151120252092369
