Epoch,Training_loss
0,0.6309780622832477
1,0.6107074951287359
2,0.5169425916392356
3,0.45964364358223975
4,0.40710728254634887
5,0.4179363511502743
6,0.43530828366056085
7,0.3796321136178449
8,0.4033811781555414
9,0.36390826385468245
10,0.3481246781302616
11,0.35700347600504756
12,0.36518698470899835
13,0.3392367269843817
14,0.3234051257604733
15,0.32131949870381504
16,0.3178481203503907
17,0.31645243579987437
18,0.3115763571113348
19,0.30294961447361857
20,0.30057857133215293
21,0.2986372450250201
22,0.29435844341060147
23,0.29187593364622444
24,0.29463085549650714
25,0.28679511370137334
26,0.28601083252578974
27,0.2848144884337671
28,0.2839129799976945
29,0.2820284537738189
30,0.28153068182291463
31,0.28111690131481737
32,0.2807496828609146
33,0.2804174766642973
34,0.2795318656717427
