Epoch,Training_loss
0,0.5213470521848649
1,0.34117885772138834
2,0.30378612456843257
3,0.31943557353224605
4,0.26716521522030234
5,0.2339801675407216
6,0.21575648948783055
7,0.21775018383050337
8,0.2096121633076109
9,0.19048951350850984
10,0.17097878159256652
11,0.16987380263162777
12,0.1651396542438306
13,0.16907011822331697
14,0.1560656274377834
15,0.14738894870970398
16,0.14684450021013618
17,0.14442988895461895
18,0.13920856072218157
19,0.12971360111259855
20,0.12951914611039683
21,0.12765184245654382
22,0.12637367140268907
23,0.12417466126498766
24,0.12067418298101984
25,0.11936512478860095
26,0.11756109475390986
27,0.11643605047720484
28,0.11542250183993019
29,0.11329818409285508
30,0.11286590123199858
31,0.1124334158084821
32,0.11201669965521432
33,0.11166774315643124
34,0.1107260825810954
