Epoch,Training_loss
0,0.5137824628036469
1,0.3465279545634985
2,0.3188557648099959
3,0.2755701021524146
4,0.2378059002221562
5,0.21895147004397586
6,0.22499696380691603
7,0.215098298038356
8,0.20604712842032313
9,0.19351150083821267
10,0.17993778048548847
11,0.1753585758851841
12,0.1714645607280545
13,0.16871165251359344
14,0.1567675614496693
15,0.15171994018601254
16,0.14860557683277875
17,0.14774402847979218
18,0.14627960172947496
19,0.14129135862458497
20,0.14089815935585648
21,0.13896827289136127
22,0.13797698804410174
23,0.13693463517120108
24,0.13494374966830947
25,0.1341041827108711
26,0.1333796005055774
27,0.13277402767562307
28,0.1322575302910991
29,0.13113017298746854
30,0.13083126305718906
31,0.13060878051328473
32,0.13039242193917744
33,0.13019216485554352
34,0.12960928305983543
