Epoch,Training_loss
0,0.35967223811894655
1,0.17369116004556417
2,0.11782274657161906
3,0.09534031996736303
4,0.08172859478509054
5,0.08560766070149839
6,0.08202068629907444
7,0.07759323087520897
8,0.07594420309760608
9,0.08208413305692375
10,0.081770014250651
11,0.07973676838446409
12,0.08139773976290599
13,0.07807318714912981
14,0.07179602238466032
15,0.07250983931589872
16,0.07240901479963213
17,0.07269037622609176
18,0.07235624000895768
19,0.06905359722441062
20,0.06977036109310575
21,0.0699378349527251
22,0.06989024850190617
23,0.0699723667348735
24,0.06691599267651327
25,0.06587502176989801
26,0.06605718849459663
27,0.06597445864463225
28,0.06580981699516997
29,0.06404390855459496
30,0.0638430519902613
31,0.063806929072598
32,0.0637371938501019
33,0.06369419413385913
34,0.06276966974837705
