Epoch,Training_loss
0,0.5109330376144499
1,0.4020904074423015
2,0.36840233742259443
3,0.35012629092670977
4,0.2841561824316159
5,0.26839181943796575
6,0.25191918888594955
7,0.2487478711991571
8,0.2467819030280225
9,0.24395725323120132
10,0.24232958280481398
11,0.23849639686523005
12,0.23508282873081043
13,0.23308628267841414
14,0.22818108001956716
15,0.231226698087994
16,0.22765586961759254
17,0.22544872184516862
18,0.2238770634867251
19,0.21895423968089744
20,0.21716732368804514
21,0.21606731868814677
22,0.21493525890400633
23,0.21399022574769333
24,0.21111320954514667
25,0.21039893460692838
26,0.20991195703390986
27,0.2094473636825569
28,0.20909683225909248
29,0.20758393494179472
30,0.20730733149684966
31,0.2071089101373218
32,0.20686260610818863
33,0.20666877087205648
34,0.2058171340613626
