Epoch,Training_loss
0,0.5959086287766695
1,0.4199768409598619
2,0.39801301120314747
3,0.39424411742947996
4,0.3286618272541091
5,0.2684437202406116
6,0.26605566806392744
7,0.3361976140877232
8,0.35988259949954227
9,0.27641579712508246
10,0.3027274780906737
11,0.2620366547489539
12,0.25740065675927326
13,0.26524917769711465
14,0.22590402522473596
15,0.21693414519540966
16,0.20745887653902173
17,0.20360437995987013
18,0.19557917793281376
19,0.18552275450201705
20,0.1823574246664066
21,0.17829123587580398
22,0.17766680833301507
23,0.17635252891341224
24,0.17154870822560042
25,0.16992950049461797
26,0.16879799985326827
27,0.16813850722974166
28,0.16729280949220993
29,0.165856470761355
30,0.16512201592558995
31,0.16466005649999715
32,0.16433105038595386
33,0.16396203302429058
34,0.16289052093634382
