Epoch,Training_loss
0,0.5544367174152285
1,0.3699622616986744
2,0.39694225532002747
3,0.35907937318552285
4,0.39460727316327393
5,0.2942107896087691
6,0.271391395945102
7,0.24628072971245274
8,0.23899893008638173
9,0.23709780466742814
10,0.2230205336236395
11,0.199253891245462
12,0.19362755212932825
13,0.1917795066256076
14,0.1743310680030845
15,0.15994102630065754
16,0.15100235294084996
17,0.14917968155350536
18,0.1498059942096006
19,0.14166747333365493
20,0.1411273977428209
21,0.1391997805912979
22,0.13778852624818683
23,0.1360661755898036
24,0.13319544383557513
25,0.1335408563609235
26,0.13256410544272512
27,0.13204949273495004
28,0.1317758766526822
29,0.1302035198023077
30,0.13007067076978274
31,0.12976156710647047
32,0.12948567542480305
33,0.12929047396755777
34,0.12863575850497
