Epoch,Training_loss
0,0.3609984645154327
1,0.16418835206422955
2,0.10081819072365761
3,0.11142649006797001
4,0.07531242404365912
5,0.07749729586066678
6,0.07669292998616584
7,0.07577869290253147
8,0.07411406980827451
9,0.06233913352480158
10,0.062209853320382535
11,0.06187653203960508
12,0.06216146127553657
13,0.061956671212101355
14,0.06094081487390213
15,0.05841135888476856
16,0.058776446094270796
17,0.05848992339451797
18,0.05842213271535002
19,0.057217918772948906
20,0.05750746949343011
21,0.057398932200158015
22,0.05730281030992046
23,0.057206285069696605
24,0.05728811543667689
25,0.05695334816118702
26,0.056851707166060805
27,0.05677890422521159
28,0.05669483431847766
29,0.056441044027451426
30,0.05588817232637666
31,0.05579903975012712
32,0.055727867264067754
33,0.05566724907839671
34,0.055378625373123214
