Epoch,Training_loss
0,0.48703196831047535
1,0.31697318935766816
2,0.3202225900022313
3,0.30559954995987937
4,0.2547473794547841
5,0.24745219643227756
6,0.24251971836201847
7,0.23014154093107209
8,0.24080187524668872
9,0.22276117361616343
10,0.2160922396578826
11,0.20993615739280358
12,0.20319553135777824
13,0.20413550978992134
14,0.18958262910018675
15,0.187903512181947
16,0.18379042617743835
17,0.18032574863173068
18,0.17936773275141604
19,0.17497729422757402
20,0.17301858053542674
21,0.1700582315097563
22,0.16835916831041686
23,0.16702861641533673
24,0.16345946976798587
25,0.16254972011665814
26,0.16181414577295072
27,0.16119258108665235
28,0.16057551541598514
29,0.15886641808901913
30,0.15850828037946485
31,0.15819534030742943
32,0.15788399026496336
33,0.15754263201961294
34,0.1566833988763392
