Epoch,Training_loss
0,0.660059870686382
1,0.514879543799907
2,0.4316096326801926
3,0.41338795726187527
4,0.4048648045863956
5,0.38337813992984593
6,0.3812007335945964
7,0.3701055336277932
8,0.36447621416300535
9,0.364774001063779
10,0.3576422221958637
11,0.3482953733764589
12,0.34390980075113475
13,0.3424360922072083
14,0.335247834213078
15,0.3280577505938709
16,0.3280921042896807
17,0.3236420697066933
18,0.3204863048158586
19,0.3110574680613354
20,0.30820833914913237
21,0.3063823204720393
22,0.3042045570909977
23,0.303291185235139
24,0.29913327196845785
25,0.2976960839005187
26,0.2967139308457263
27,0.2959666272508912
28,0.2951613365439698
29,0.29286433121887967
30,0.29249608260579407
31,0.2921250263461843
32,0.29190496128285304
33,0.2915915104094893
34,0.2906118692480959
