Epoch,Training_loss
0,0.46146795025561005
1,0.09260822378564626
2,0.0913930602837354
3,0.08473379822680727
4,0.07349953579250723
5,0.07317843451164663
6,0.07303240994224325
7,0.07249019329901785
8,0.07256224803859368
9,0.06916581752011552
10,0.06787862704368308
11,0.06778735283296555
12,0.06775033375015482
13,0.06770538247656077
14,0.06625134230125695
15,0.06631973496405408
16,0.0663518599467352
17,0.06629349658032879
18,0.06628637365065515
19,0.06567018292844296
20,0.06557930971030146
21,0.06555558874970302
22,0.06554577132919803
23,0.06552762753563002
24,0.06517570366850123
25,0.06496035819873214
26,0.06494571699295193
27,0.06493928877171129
28,0.06492726027499884
29,0.06466958596138284
30,0.06457970064366236
31,0.06456432293634862
32,0.06455682101659477
33,0.06454801023937762
34,0.06439943291479722
