Epoch,Training_loss
0,0.4043277680175379
1,0.1188510253559798
2,0.0864040088490583
3,0.08107847307110205
4,0.08538765140110627
5,0.0779155803611502
6,0.07696945447241887
7,0.0793461975408718
8,0.07691724481992424
9,0.07467213907511905
10,0.07481703459052369
11,0.0755444607057143
12,0.07677663711365312
13,0.07704643477336504
14,0.07010947642265819
15,0.06990078289527446
16,0.06976587066310458
17,0.0698941165173892
18,0.06965572611079551
19,0.06706332249450497
20,0.06700219947379082
21,0.06688278456567787
22,0.0667552042286843
23,0.06657908740453422
24,0.06519455145462416
25,0.06494689272949472
26,0.06482310200226493
27,0.06470804306445643
28,0.06452515718410723
29,0.063493870140519
30,0.06335925328312442
31,0.06326811216422357
32,0.06317072417004965
33,0.06310091115301475
34,0.0625453170214314
