Epoch,Training_loss
0,0.4439739338122308
1,0.3165179215138778
2,0.3028621997218579
3,0.29115589754655957
4,0.2813447520020418
5,0.29316919471602887
6,0.27243038261076435
7,0.22606565593741834
8,0.22627312346594408
9,0.21720077673671767
10,0.1985962403123267
11,0.1788897676160559
12,0.1891711307107471
13,0.1728801739809569
14,0.16098663955926895
15,0.1685884718899615
16,0.16980521567165852
17,0.15829381000366993
18,0.15849477762822062
19,0.15331956022419035
20,0.14486151858000085
21,0.14467667441931553
22,0.14544675120851025
23,0.1423202896839939
24,0.1387063487782143
25,0.13889889477286488
26,0.1369808191084303
27,0.13850588019704446
28,0.13597600749926642
29,0.13466553066973574
30,0.13424821288208477
31,0.13398620104999281
32,0.13379376637749374
33,0.13338835412287153
34,0.13211434095865116
