Epoch,Training_loss
0,0.5204231822863221
1,0.34355802461504936
2,0.291724213398993
3,0.2803573056589812
4,0.27177519618999213
5,0.25901794084347785
6,0.2521086272317916
7,0.24659290339332074
8,0.2444185158237815
9,0.24677886546123773
10,0.24260246171616018
11,0.2370457504875958
12,0.23196018568705767
13,0.22652127360925078
14,0.22847490035928786
15,0.22574386547785252
16,0.2208254641154781
17,0.21615448978263885
18,0.2126972292899154
19,0.2103705897461623
20,0.20620041684014723
21,0.20385106722824275
22,0.20228194037918001
23,0.20096747786737978
24,0.19863397430162877
25,0.19715901277959347
26,0.19643452402669936
27,0.19573664368363097
28,0.19514390057884157
29,0.19358855410246179
30,0.19312603818252683
31,0.19280589162372053
32,0.19249357440276071
33,0.19220734079135582
34,0.1914453007047996
