Epoch,Training_loss
0,0.5367609858512878
1,0.4379182178527117
2,0.41602068743668497
3,0.3665146779967472
4,0.31136273103766143
5,0.28323794750031084
6,0.2693852817174047
7,0.26405358588090166
8,0.24560432031285018
9,0.225286430795677
10,0.212255249498412
11,0.20877665077568963
12,0.206751351011917
13,0.20331016677664593
14,0.19309963891282678
15,0.1892853876342997
16,0.19226036657346413
17,0.18805840361164883
18,0.18392445420613512
19,0.18059706065105274
20,0.17856643063714728
21,0.17763845046283677
22,0.1765704081626609
23,0.17581509007140994
24,0.1734971041441895
25,0.17288827412994578
26,0.17228323145536706
27,0.1717990204342641
28,0.17142921587219462
29,0.17015906496089883
30,0.1698109669086989
31,0.16955284419236705
32,0.16936096744029783
33,0.16915734435315244
34,0.1684966350439936
