Epoch,Training_loss
0,0.4319434710778296
1,0.10212994809262455
2,0.0900961181614548
3,0.08310576842632145
4,0.07420619257027283
5,0.07225146691780537
6,0.0718206085730344
7,0.07190992101095617
8,0.07184457744006068
9,0.06967418425483629
10,0.07013892254326493
11,0.07016496441792697
12,0.07002032845048234
13,0.06983800081070513
14,0.06936911007505842
15,0.06853636636515148
16,0.06857481645420194
17,0.06848824958433397
18,0.06845596106722951
19,0.06868773497990333
20,0.06715814577182755
21,0.06715727411210537
22,0.06718965541222133
23,0.06718347157584503
24,0.06617809360614046
25,0.06573807884706184
26,0.06570040789665654
27,0.06570511756581254
28,0.06571400118991733
29,0.06497635261621326
30,0.06495539989555255
31,0.06495125970104709
32,0.06495253351749852
33,0.06494609935907647
34,0.0646025042515248
