Epoch,Training_loss
0,0.7263141204603016
1,0.5998458531685174
2,0.4849670990370214
3,0.560330311069265
4,0.40714269946329296
5,0.43419391638599336
6,0.3722692131996155
7,0.395972024416551
8,0.3307334661949426
9,0.3827142044901848
10,0.4185901046730578
11,0.38262777822092175
12,0.39960366394370794
13,0.3907369305379689
14,0.33551778696710244
15,0.3382605880033225
16,0.3069463684805669
17,0.33790874714031816
18,0.2895017331757117
19,0.309286555275321
20,0.29370491427835077
21,0.2721377926063724
22,0.26867633278016
23,0.2652568283956498
24,0.25396046321839094
25,0.2469929372309707
26,0.24803374137263745
27,0.24455005148774944
28,0.24203030613716692
29,0.24240687265410088
30,0.23552151341573335
31,0.2341528271790594
32,0.23376275241025724
33,0.2328231616411358
34,0.23149318000650965
