Epoch,Training_loss
0,0.4731132595334202
1,0.3621655432507396
2,0.34944784874096513
3,0.32001184998080134
4,0.2571351306978613
5,0.23280959884868935
6,0.2135246396646835
7,0.20644111250294372
8,0.19409946503583342
9,0.18313191342167556
10,0.1748246598872356
11,0.16818305640481412
12,0.1616041422530543
13,0.1596591235138476
14,0.1575745624722913
15,0.15496385720325634
16,0.1532503339694813
17,0.151528560789302
18,0.15052981540793553
19,0.14627369219670072
20,0.14427268295548856
21,0.14268884382909164
22,0.14147958171088248
23,0.1405226179631427
24,0.13815625407733023
25,0.1376724555157125
26,0.1371168059995398
27,0.13660021388204768
28,0.1362129978951998
29,0.13502760970732197
30,0.13480124089983292
31,0.13460246243630536
32,0.1344483893190045
33,0.13425084078335203
34,0.13366152870003134
