Epoch,Training_loss
0,0.5678169634193182
1,0.5095934476703405
2,0.4018286957871169
3,0.3922664714627899
4,0.3638309952802956
5,0.34480663179419935
6,0.34466738486662507
7,0.34987514407839626
8,0.35809473460540175
9,0.31236042780801654
10,0.3054234602022916
11,0.3034135283669457
12,0.29697950347326696
13,0.29426532197976485
14,0.2853758040582761
15,0.2840981255285442
16,0.27527363001718186
17,0.27525734971277416
18,0.2709352768724784
19,0.26021695125382394
20,0.25951737188734114
21,0.25630794977769256
22,0.25474407407455146
23,0.25135213986504823
24,0.24850017158314586
25,0.24823720438871533
26,0.245732432580553
27,0.24446634855121374
28,0.24346953292842954
29,0.24090369243640453
30,0.23999729857314378
31,0.239081806037575
32,0.2382681000744924
33,0.23744409112259746
34,0.23603813641238958
