Epoch,Training_loss
0,0.35042389389127493
1,0.1313822457450442
2,0.0941424798220396
3,0.11808566539548337
4,0.08856167615158483
5,0.07953261345392093
6,0.0793558917939663
7,0.08175507833948359
8,0.07795639263349585
9,0.08063356502680108
10,0.08363331283908337
11,0.08172537636710331
12,0.0823130484786816
13,0.08238265058025718
14,0.07380753100733273
15,0.0740307702217251
16,0.07400789452367462
17,0.07390050968388095
18,0.07379224491887726
19,0.06970965539221652
20,0.07056391547666863
21,0.0705809720675461
22,0.07042494707275182
23,0.07061140867881477
24,0.06813580944435671
25,0.06746331255999394
26,0.067549392755609
27,0.06743434496456757
28,0.06744309616624378
29,0.06582308770157397
30,0.06568525603506714
31,0.06563233357155696
32,0.06557040053303353
33,0.06548963760724291
34,0.06466516983346082
