Epoch,Training_loss
0,0.49524696182925254
1,0.46092542516998947
2,0.36549117392860353
3,0.30976983485743403
4,0.2997820145683363
5,0.2600598747958429
6,0.2541520290542394
7,0.22605394665151834
8,0.2232007344136946
9,0.20894111436791718
10,0.217281311750412
11,0.21657531411619857
12,0.20675478916382417
13,0.18310284381732345
14,0.18278232781449333
15,0.17551574477693066
16,0.17372322489973158
17,0.1681707738316618
18,0.16518790135160089
19,0.1645158301689662
20,0.15823282703058794
21,0.1562057668925263
22,0.1540822393144481
23,0.1538204617681913
24,0.15091416746145114
25,0.14949460310162976
26,0.14892454183427617
27,0.1485153798130341
28,0.14798928995151073
29,0.14619445445714518
30,0.14585711382096633
31,0.14559234835905954
32,0.14538731088396162
33,0.14510175614850596
34,0.14424180838977918
