Epoch,Training_loss
0,0.48861436313018203
1,0.38608377054333687
2,0.37737630354240537
3,0.35111053311266005
4,0.3179688628297299
5,0.29060109553392977
6,0.279070834396407
7,0.27405268826987594
8,0.27038705814629793
9,0.24910548119805753
10,0.2363894769223407
11,0.2310925030033104
12,0.22528624604456127
13,0.2226080873515457
14,0.21538066875655204
15,0.2127854647114873
16,0.2104617560398765
17,0.20994456397602335
18,0.20853618037654087
19,0.2052864563302137
20,0.20457926514791325
21,0.20421152259223163
22,0.20357308664824814
23,0.20290710782865062
24,0.20106355263851583
25,0.20038566325092688
26,0.19970047916285694
27,0.19922794302692637
28,0.19877826678566635
29,0.1977730259532109
30,0.1975126574980095
31,0.19729112059576437
32,0.19707495102193207
33,0.19687438191613182
34,0.19637057359796017
