Epoch,Training_loss
0,0.5135248941369355
1,0.43447349802590907
2,0.3643780315760523
3,0.3204980550799519
4,0.28106827731244266
5,0.27010475646238774
6,0.24827455345075577
7,0.23493617621716112
8,0.2313619841588661
9,0.22117829252965748
10,0.2157267220900394
11,0.2143259338918142
12,0.21955220645759255
13,0.22412029473343864
14,0.21860628575086594
15,0.1980240821139887
16,0.19316910731140524
17,0.19064249016810209
18,0.18858101492514834
19,0.18762282450916246
20,0.18791794800199568
21,0.1841143281199038
22,0.18211316742235795
23,0.1805703657446429
24,0.17758079688064754
25,0.17639709077775478
26,0.1755878605763428
27,0.1749016385874711
28,0.17420323775149882
29,0.17249501444166526
30,0.17207364313071594
31,0.1716722320416011
32,0.1713560835341923
33,0.17102372634690255
34,0.170196013932582
